transaction_id,customer_id,product_id,quantity,purchase_date,purchased,age,gender,city,annual_income,signup_date,loyalty_score,is_active,category,price,discount,stock_qty,rating,age_missing,annual_income_missing,loyalty_score_missing,iso_outlier,days_since_last_purchase,days_since_signup,signup_year,signup_month,transaction_id_numeric,income_group,income_group_ord,total_purchase_value,purchase_per_day,log_total_purchase,log_income,sqrt_loyalty_score,recency_inverse,purchase_value_power,income_bin,frequent_buyer
T00033,570,8,3,2023-08-23,1,45.0,Male,Mumbai,1223201.6884210526,2020-08-17,71.53,1,Clothing,2620.99,0,163,3.2,0,0,0,1,914,2015,2020,8,33.0,High,2,7862.969999999999,3.902218362282878,8.970046846967234,14.016983131453513,8.457541013793549,0.001092896174863388,1.862590687776646,Medium,1
T00036,124,60,1,2022-11-25,1,52.0,Female,Ahmedabad,322239.0,2020-07-22,7.054,1,Clothing,529.99,10,253,4.8,0,0,0,1,1185,2041,2020,7,36.0,Medium,1,-4769.91,-2.337045565899069,0.0,12.683051888512335,2.6559367462347443,0.0008431703204047217,0.555829223065583,Low,1
T00037,729,25,4,2023-04-24,1,57.0,Female,Rajkot,1923712.0,2020-06-10,24.76,1,Toys,1624.24,15,11,3.1,0,0,0,1,1035,2083,2020,6,37.0,Very High,3,-90957.44,-43.66655784925588,0.0,14.469767730681909,4.975942121849892,0.0009652509652509653,-0.9994389207308143,Very High,0
T00039,687,65,3,2023-05-31,1,72.0,Male,Vadodara,1843505.0,2019-01-29,14.22,1,Clothing,2660.2,20,130,4.0,0,0,0,1,998,2581,2019,1,39.0,Very High,3,-151631.4,-58.74908950019372,0.0,14.427179751329641,3.7709415269929605,0.001001001001001001,-1.9604910008636387,Very High,0
T00040,631,14,4,2022-07-10,1,40.0,Other,Ahmedabad,398128.0,2022-08-27,21.15,1,Books,737.42,0,29,4.8,0,0,0,1,1323,1275,2022,8,40.0,Medium,1,2949.68,2.3134745098039216,7.989790931245445,12.894531352353855,4.598912915026768,0.0007552870090634441,1.0760611363884074,Low,1
T00041,360,73,2,2022-06-17,1,37.0,Female,Rajkot,1948501.0,2019-04-23,30.18,1,Groceries,1695.89,15,454,4.5,0,0,0,1,1346,2497,2019,4,41.0,Very High,3,-47484.920000000006,-19.01678814577493,0.0,14.482571430190962,5.493632677928148,0.0007423904974016332,-0.26471172881948085,Very High,0
T00043,610,24,2,2023-09-13,0,65.0,Female,Mumbai,1789613.0,2022-12-03,30.45,1,Books,2901.81,0,436,3.3,0,0,0,1,893,1177,2022,12,43.0,Very High,3,5803.62,4.930858113848768,8.666409431179693,14.39751051210466,5.518151864528558,0.0011185682326621924,1.5228653116228332,High,1
T00044,894,7,4,2022-05-17,1,41.0,Other,Ahmedabad,963035.0,2021-06-25,75.37,1,Groceries,1388.41,0,188,4.8,0,0,0,1,1377,1703,2021,6,44.0,High,2,5553.64,3.2610921902524956,8.622388893493051,13.777846073259099,8.681589716175258,0.000725689404934688,1.4824739094720678,Medium,1
T00046,808,16,1,2023-01-23,0,32.0,Male,Ahmedabad,1223201.6884210526,2023-06-17,9.45,1,Clothing,2613.84,0,178,2.5,0,0,0,1,1126,981,2023,6,46.0,High,2,2613.84,2.6644648318042816,7.868958189158665,14.016983131453513,3.0740852297878796,0.0008873114463176575,1.0260448080673445,Medium,1
T00047,794,34,4,2022-07-28,1,28.0,Male,Vadodara,1682111.0,2018-03-23,56.08,1,Clothing,2850.59,5,300,2.8,0,0,0,1,1305,2893,2018,3,47.0,Very High,3,-45609.44,-15.765447632215693,0.0,14.335560704694146,7.488658090739622,0.0007656967840735069,-0.23161620624264498,High,0
T00048,755,88,4,2022-09-29,1,41.0,Other,Vadodara,1223201.6884210526,2020-07-02,87.81,1,Toys,2144.89,15,258,4.7,0,0,0,1,1242,2061,2020,7,48.0,High,2,-120113.84,-58.27939835031538,0.0,14.016983131453513,9.3706990134141,0.0008045052292839903,-1.4682189860522896,Medium,0
T00049,459,81,4,2022-05-23,1,20.0,Other,Ahmedabad,972649.0,2021-12-03,45.65,1,Clothing,3546.64,15,127,2.2,0,0,0,1,1371,1542,2021,12,49.0,High,2,-198611.84,-128.80145265888456,0.0,13.787779584225962,6.756478372643548,0.0007288629737609329,-2.6733888823186955,Medium,0
T00050,972,60,2,2023-09-03,1,71.0,Female,Rajkot,252579.0,2019-05-30,71.15,1,Clothing,529.99,10,253,4.8,0,0,0,1,903,2460,2019,5,50.0,Low,0,-9539.82,-3.8779756097560973,0.0,12.439483309200162,8.435045939412541,0.0011061946902654867,0.45133589990649015,Low,1
T00052,252,71,1,2024-03-30,1,20.0,Female,Rajkot,449649.0,2023-02-21,39.65,0,Books,1763.08,5,388,1.5,0,0,0,1,694,1097,2023,2,52.0,Medium,1,-7052.32,-6.42873290793072,0.0,13.016224781342661,6.296824596572466,0.0014388489208633094,0.5048108553336901,Low,1
T00053,913,14,3,2022-03-10,1,40.0,Female,Mumbai,2208172.0,2018-10-20,55.44,1,Books,737.42,0,29,4.8,0,0,0,1,1445,2682,2018,10,53.0,Very High,3,2212.2599999999998,0.8248545861297538,7.702221820723355,14.607676034759084,7.445804187594514,0.0006915629322268327,0.967204016898729,Very High,1
T00055,153,48,4,2022-09-18,1,20.0,Other,Rajkot,1807933.0,2020-02-03,62.89,1,Groceries,1241.05,5,166,1.6,0,0,0,1,1253,2211,2020,2,55.0,Very High,3,-19856.8,-8.980913613749435,0.0,14.407695314843178,7.930321557162736,0.0007974481658692185,0.2431019905343179,High,1
T00056,425,24,1,2024-02-27,0,69.0,Female,Rajkot,1345660.0,2019-04-26,78.25,0,Books,2901.81,0,436,3.3,0,0,0,1,726,2494,2019,4,56.0,High,2,2901.81,1.1635164394546913,7.973434512347752,14.112395900110293,8.845903006477066,0.001375515818431912,1.0688902834496379,High,1
T00058,1,13,3,2023-10-20,1,38.0,Male,Mumbai,1814588.0,2020-06-18,14.91,1,Groceries,821.97,20,273,2.9,0,0,0,1,856,2075,2020,6,58.0,Very High,3,-46852.28999999999,-22.579416867469877,0.0,14.411369553757266,3.8613469152615645,0.0011668611435239206,-0.2535650475475615,Very High,0
T00059,381,25,1,2023-09-15,1,65.0,Male,Vadodara,2196401.0,2023-04-05,84.71,1,Toys,1624.24,15,11,3.1,0,0,0,1,891,1054,2023,4,59.0,Very High,3,-22739.36,-21.574345351043643,0.0,14.60233112496739,9.203803561571705,0.0011210762331838565,0.18748007249019885,Very High,0
T00060,698,51,4,2024-02-09,1,46.0,Female,Ahmedabad,1651656.0,2023-03-27,76.55,0,Groceries,1250.97,15,158,1.5,0,0,0,1,744,1063,2023,3,60.0,Very High,3,-70054.32,-65.90246472248354,0.0,14.317289584386922,8.749285685128815,0.0013422818791946308,-0.6528210451896165,High,0
T00061,852,98,3,2023-08-28,0,46.36172450052576,Female,Mumbai,2301710.0,2018-06-10,93.55,1,Toys,529.99,15,271,2.2,0,0,0,1,909,2814,2018,6,61.0,Very High,3,-22259.58,-7.910298507462687,0.0,14.6491633173767,9.67212489580237,0.001098901098901099,0.19667921457461812,Very High,1
T00062,759,68,2,2023-06-09,1,62.0,Male,Mumbai,1027008.0,2021-11-14,70.11,1,Groceries,529.99,15,359,1.1,0,0,0,1,989,1561,2021,11,62.0,High,2,-14839.720000000001,-9.506547085201795,0.0,13.842161252260807,8.373171442171717,0.00101010101010101,0.3422404726672763,Medium,1
T00063,197,45,3,2024-02-11,1,46.36172450052576,Other,Ahmedabad,1567000.0,2021-10-26,21.73,0,Clothing,3844.32,20,221,1.6,0,0,0,1,742,1580,2021,10,63.0,Very High,3,-219126.24000000002,-138.68749367088608,0.0,14.264674159500048,4.661544808322666,0.0013458950201884253,-2.978378618632437,High,0
T00064,296,75,2,2023-09-13,1,32.0,Other,Delhi,2301710.0,2019-12-19,86.76,1,Books,2672.75,5,430,3.2,0,0,0,1,893,2257,2019,12,64.0,Very High,3,-21382.0,-9.473637571998228,0.0,14.6491633173767,9.314504817756015,0.0011185682326621924,0.21356469601739642,Very High,1
T00065,665,25,4,2022-11-26,0,72.0,Male,Ahmedabad,1687296.0,2021-08-25,93.09,1,Toys,1624.24,15,11,3.1,0,0,0,1,1184,1642,2021,8,65.0,Very High,3,-90957.44,-55.39429963459196,0.0,14.338638398196347,9.648315915225828,0.0008438818565400844,-0.9994389207308143,High,0
T00066,97,74,3,2022-07-08,1,68.0,Other,Vadodara,640125.0,2020-01-01,69.21,0,Groceries,1192.1,10,427,3.2,0,0,0,1,1325,2244,2020,1,66.0,Medium,1,-32186.699999999997,-14.343449197860961,0.0,13.369420310958516,8.319254774317228,0.0007541478129713424,0.010304852892297529,Low,0
T00067,679,17,1,2022-04-05,1,68.0,Male,Ahmedabad,1223201.6884210526,2021-05-26,41.37,1,Toys,1098.17,15,163,2.9,0,0,0,1,1419,1733,2021,5,67.0,High,2,-15374.380000000001,-8.871540680900173,0.0,14.016983131453513,6.431951492354401,0.0007042253521126761,0.33151200547905524,Medium,1
T00068,972,39,1,2023-09-09,1,71.0,Female,Rajkot,252579.0,2019-05-30,71.15,1,Books,663.71,15,434,3.0,0,0,0,1,897,2460,2019,5,68.0,Low,0,-9291.94,-3.7772113821138213,0.0,12.439483309200162,8.435045939412541,0.0011135857461024498,0.4565857095894574,Low,1
T00069,376,28,3,2022-01-08,1,56.0,Male,Vadodara,1098119.0,2020-04-17,45.86,1,Clothing,2710.87,10,470,3.4,0,0,0,1,1506,2137,2020,4,69.0,High,2,-73193.48999999999,-34.25058025269068,0.0,13.909110184697424,6.772001181334805,0.0006635700066357001,-0.7055562162936491,Medium,0
T00071,564,12,4,2023-05-11,1,28.0,Other,Rajkot,930049.0,2019-11-09,93.55,1,Home,1131.96,5,445,4.8,0,0,0,1,1018,2297,2019,11,71.0,High,2,-18111.36,-7.884788855028298,0.0,13.742993627125097,9.67212489580237,0.0009813542688910696,0.2772254759543671,Medium,1
T00072,858,3,1,2022-07-10,1,68.0,Other,Delhi,533303.0,2019-07-10,68.72,0,Toys,2617.55,20,192,1.9,0,0,0,1,1323,2419,2019,7,72.0,Medium,1,-49733.450000000004,-20.55950806118231,0.0,13.186846897029344,8.289752710425082,0.0007552870090634441,-0.304194452307996,Low,0
T00073,362,40,3,2023-01-01,0,66.0,Other,Delhi,237616.0,2019-06-29,47.91,1,Toys,2580.47,0,234,3.2,0,0,0,1,1148,2430,2019,6,73.0,Low,0,7741.41,3.185765432098765,8.95446828762739,12.37841541273268,6.921704992268884,0.0008703220191470844,1.8422235396234725,Low,1
T00074,279,57,4,2024-02-07,1,55.0,Female,Ahmedabad,1890682.0,2021-07-16,67.53,0,Toys,2336.65,15,29,2.6,0,0,0,1,746,1682,2021,7,74.0,Very High,3,-130852.40000000001,-77.79571938168847,0.0,14.452448697416743,8.217663901620703,0.0013386880856760374,-1.6374328402801468,Very High,0
T00075,896,39,1,2023-06-05,0,48.0,Male,Delhi,1927128.0,2018-09-05,62.73,0,Books,663.71,15,434,3.0,0,0,0,1,993,2727,2018,9,75.0,Very High,3,-9291.94,-3.4073854052071875,0.0,14.471541888591284,7.9202272694664515,0.001006036217303823,0.4565857095894574,Very High,1
T00077,991,58,3,2022-09-24,1,65.0,Other,Vadodara,1990531.0,2021-12-12,21.18,0,Toys,3847.93,20,280,2.1,0,0,0,1,1247,1533,2021,12,77.0,Very High,3,-219332.00999999998,-143.0737181996086,0.0,14.503912497656009,4.602173399601541,0.0008012820512820513,-2.981420802770526,Very High,0
T00082,551,14,4,2022-06-13,1,30.0,Female,Vadodara,1223201.6884210526,2018-06-05,58.32,1,Books,737.42,0,29,4.8,0,0,0,1,1350,2819,2018,6,82.0,High,2,2949.68,1.0463568641362184,7.989790931245445,14.016983131453513,7.636753236814713,0.0007401924500370096,1.0760611363884074,Medium,1
T00085,542,34,3,2022-09-25,0,56.0,Other,Delhi,1741791.0,2019-03-31,51.06,1,Clothing,2850.59,5,300,2.8,0,0,0,1,1246,2520,2019,3,85.0,Very High,3,-34207.08,-13.574238095238096,0.0,14.370425026280406,7.145628033979938,0.0008019246190858059,-0.026751004931679354,High,0
T00087,359,63,2,2022-03-15,1,26.0,Other,Surat,1512532.0,2019-06-12,77.57,1,Groceries,1408.51,10,345,4.0,0,0,0,1,1440,2447,2019,6,87.0,Very High,3,-25353.18,-10.360923579893747,0.0,14.22929628683094,8.807383266328314,0.0006939625260235947,0.13773960103241764,High,1
T00089,390,68,3,2022-03-14,1,48.0,Other,Delhi,1319256.0,2023-05-12,54.8,1,Groceries,529.99,15,359,1.1,0,0,0,1,1441,1017,2023,5,89.0,High,2,-22259.58,-21.887492625368733,0.0,14.092579257298938,7.402702209328699,0.0006934812760055479,0.19667921457461812,High,0
T00090,10,47,1,2022-11-04,0,39.0,Male,Ahmedabad,2298090.0,2022-02-09,55.75,1,Toys,3240.34,10,428,1.3,0,0,0,1,1206,1474,2022,2,90.0,Very High,3,-29163.06,-19.784979647218453,0.0,14.647589336258664,7.466592261534039,0.0008285004142502071,0.06626592207903977,Very High,0
T00091,765,58,3,2022-07-18,0,48.0,Male,Delhi,902084.0,2020-04-23,20.85,1,Toys,3847.93,20,280,2.1,0,0,0,1,1315,2131,2020,4,91.0,High,2,-219332.00999999998,-102.92445330830596,0.0,13.712464029638179,4.5661800227323495,0.0007598784194528875,-2.981420802770526,Medium,0
T00092,488,47,4,2022-05-10,0,48.0,Male,Delhi,237616.0,2020-01-21,89.57,1,Toys,3240.34,10,428,1.3,0,0,0,1,1384,2224,2020,1,92.0,Low,0,-116652.24,-52.45154676258993,0.0,12.37841541273268,9.464142856064674,0.0007220216606498195,-1.413310387725519,Low,0
T00094,886,90,2,2024-04-03,1,72.0,Male,Mumbai,1223201.6884210526,2021-06-13,40.9,1,Books,2610.34,15,441,1.2,0,0,0,1,690,1715,2021,6,94.0,High,2,-73089.52,-42.61779591836735,0.0,14.016983131453513,6.395310782127793,0.001447178002894356,-0.7038138102809722,Medium,0
T00095,890,50,3,2023-07-26,1,62.0,Other,Mumbai,1658409.0,2021-09-13,50.70416578108395,0,Groceries,1106.41,15,324,1.4,0,0,0,1,942,1623,2021,9,95.0,Very High,3,-46469.22000000001,-28.631682070240302,0.0,14.321369869993873,7.1206857662084735,0.0010604453870625664,-0.24680716701456185,High,0
T00099,105,24,1,2024-04-11,1,62.0,Other,Rajkot,237616.0,2022-12-15,93.55,1,Books,2901.81,0,436,3.3,0,0,0,1,682,1165,2022,12,99.0,Low,0,2901.81,2.490824034334764,7.973434512347752,12.37841541273268,9.67212489580237,0.0014641288433382138,1.0688902834496379,Low,1
T00100,118,18,4,2023-05-02,1,48.0,Other,Surat,357092.0,2020-11-07,93.55,1,Toys,1049.25,20,166,1.5,0,0,0,1,1027,1933,2020,11,100.0,Medium,1,-79743.0,-41.2534919813761,0.0,12.785751531038128,9.67212489580237,0.0009727626459143969,-0.8147659164337926,Low,0
T00102,651,67,4,2022-05-31,1,27.0,Other,Delhi,1845114.0,2022-08-18,56.05,0,Groceries,1390.87,5,96,1.4,0,0,0,1,1363,1284,2022,8,102.0,Very High,3,-22253.92,-17.331713395638626,0.0,14.428052164137599,7.486654793697917,0.0007331378299120235,0.19678787175824614,Very High,0
T00103,265,78,2,2023-10-31,1,58.0,Male,Rajkot,1740558.0,2019-12-13,67.6,0,Groceries,529.99,0,140,3.2,0,0,0,1,845,2263,2019,12,103.0,Very High,3,1059.98,0.4683959346000884,6.966948288294941,14.36971688396418,8.221921916437786,0.001182033096926714,0.8060225644030997,High,1
T00104,590,77,2,2022-07-25,1,41.0,Other,Ahmedabad,554152.0,2023-03-30,22.1,1,Toys,1098.07,15,433,2.9,0,0,0,1,1308,1060,2023,3,104.0,Medium,1,-30745.96,-29.005622641509433,0.0,13.225196100885798,4.701063709417263,0.0007639419404125286,0.03689132472355127,Low,0
T00105,949,12,4,2022-06-28,1,71.0,Male,Delhi,333753.0,2019-12-17,50.70416578108395,0,Home,1131.96,5,445,4.8,0,0,0,1,1335,2259,2019,12,105.0,Medium,1,-18111.36,-8.01742363877822,0.0,12.718159473643503,7.1206857662084735,0.0007485029940119761,0.2772254759543671,Low,1
T00106,467,12,2,2022-07-16,0,49.0,Other,Surat,2186073.0,2019-06-03,93.55,1,Home,1131.96,5,445,4.8,0,0,0,1,1317,2456,2019,6,106.0,Very High,3,-9055.68,-3.6871661237785016,0.0,14.597617798929743,9.67212489580237,0.0007587253414264037,0.46160432236504345,Very High,1
T00107,394,96,4,2024-01-05,1,60.0,Female,Surat,405219.0,2018-02-25,82.54,1,Toys,2503.56,15,408,1.6,0,0,0,1,779,2919,2018,2,107.0,Medium,1,-140199.36,-48.02992805755395,0.0,12.912185408480143,9.085152722987106,0.001282051282051282,-1.7834272419984123,Low,0
T00109,491,54,4,2024-03-09,1,27.0,Male,Delhi,761808.0,2019-11-25,47.94,1,Clothing,719.93,15,389,2.5,0,0,0,1,715,2281,2019,11,109.0,Medium,1,-40316.079999999994,-17.67473914949583,0.0,13.543451147081297,6.923871749245504,0.0013966480446927375,-0.13734189860311344,Medium,0
T00110,419,12,1,2023-03-10,1,51.0,Female,Vadodara,237616.0,2021-12-28,42.16,1,Home,1131.96,5,445,4.8,0,0,0,1,1080,1517,2021,12,110.0,Low,0,-4527.84,-2.9847330257086355,0.0,12.37841541273268,6.49307323229917,0.0009250693802035153,0.5613862567854947,Low,1
T00111,677,47,2,2024-02-27,1,58.0,Male,Delhi,1225293.0,2018-12-18,89.6,1,Toys,3240.34,10,428,1.3,0,0,0,1,726,2623,2018,12,111.0,High,2,-58326.12,-22.236416317194053,0.0,14.018691373165572,9.465727652959385,0.001375515818431912,-0.45328394784271175,High,0
T00113,797,25,2,2022-07-02,0,20.0,Other,Rajkot,369276.0,2019-12-21,46.07,1,Toys,1624.24,15,11,3.1,0,0,0,1,1331,2255,2019,12,113.0,Medium,1,-45478.72,-20.167946784922396,0.0,12.819302318912007,6.787488489861327,0.0007507507507507507,-0.2293037394494084,Low,0
T00115,344,81,1,2023-05-08,1,62.0,Female,Surat,1814475.0,2021-01-03,39.73,0,Clothing,3546.64,15,127,2.2,0,0,0,1,1021,1876,2021,1,115.0,Very High,3,-49652.96,-26.467462686567163,0.0,14.41130727876355,6.30317380372777,0.0009784735812133072,-0.30278467129868253,Very High,0
T00116,655,68,1,2022-05-10,1,36.0,Male,Rajkot,544104.0,2021-05-17,52.3,1,Groceries,529.99,15,359,1.1,0,0,0,1,1384,1742,2021,5,116.0,Medium,1,-7419.860000000001,-4.25939150401837,0.0,13.20689752191902,7.231873892705818,0.0007220216606498195,0.4967891285044108,Low,1
T00117,394,83,4,2023-10-27,1,60.0,Female,Surat,405219.0,2018-02-25,82.54,1,Clothing,1138.42,20,478,1.1,0,0,0,1,849,2919,2018,2,117.0,Medium,1,-86519.92000000001,-29.640260363138065,0.0,12.912185408480143,9.085152722987106,0.001176470588235294,-0.9266942196640822,Low,0
T00118,246,75,1,2022-01-13,0,67.0,Male,Mumbai,1223201.6884210526,2019-05-26,89.71,1,Books,2672.75,5,430,3.2,0,0,0,1,1501,2464,2019,5,118.0,High,2,-10691.0,-4.33887987012987,0.0,14.016983131453513,9.471536306217699,0.0006657789613848203,0.42715235113781913,Medium,1
T00121,607,1,3,2024-01-02,0,33.0,Female,Delhi,1542031.0,2019-09-22,64.4,1,Books,2130.87,10,173,3.0,0,0,0,1,782,2345,2019,9,121.0,Very High,3,-57533.49,-24.534537313432836,0.0,14.248611585159866,8.024961059095553,0.001277139208173691,-0.43964203830078286,High,0
T00122,365,77,1,2022-04-16,1,33.0,Other,Mumbai,258877.0,2021-11-30,70.1,1,Toys,1098.07,15,433,2.9,0,0,0,1,1408,1545,2021,11,122.0,Low,0,-15372.98,-9.950148867313915,0.0,12.464112187235276,8.372574275573792,0.0007097232079489,0.33154004157623385,Low,1
T00123,548,18,2,2023-01-10,0,23.0,Male,Mumbai,951409.0,2022-09-27,55.06,1,Toys,1049.25,20,166,1.5,0,0,0,1,1139,1244,2022,9,123.0,High,2,-39871.5,-32.05104501607717,0.0,13.765700373751232,7.420242583635659,0.0008771929824561404,-0.12936186952106318,Medium,0
T00124,435,25,4,2023-08-05,1,61.0,Female,Surat,898044.0,2018-03-31,32.95,0,Toys,1624.24,15,11,3.1,0,0,0,1,932,2885,2018,3,124.0,High,2,-90957.44,-31.527708838821493,0.0,13.707975457387379,5.740209055426466,0.0010718113612004287,-0.9994389207308143,Medium,0
T00125,247,87,1,2023-12-08,1,64.0,Male,Rajkot,2237033.0,2020-12-13,47.42,1,Clothing,2045.64,5,30,3.3,0,0,0,1,807,1897,2020,12,125.0,Very High,3,-8182.56,-4.313421191354771,0.0,14.620661439283898,6.8862181202747275,0.0012376237623762376,0.48028455302201895,Very High,1
T00127,561,16,1,2022-04-09,1,66.0,Other,Mumbai,1413998.0,2022-03-15,19.73,1,Clothing,2613.84,0,178,2.5,0,0,0,1,1415,1440,2022,3,127.0,High,2,2613.84,1.8151666666666668,7.868958189158665,14.161932418224827,4.441846462902562,0.0007062146892655367,1.0260448080673445,High,1
